id,housing,loan,default
20926,no,no,no
20927,yes,no,no
20928,yes,no,
20929,yes,no,no
20930,yes,no,no
20931,yes,no,no
20932,yes,no,
20933,yes,no,no
20934,yes,no,no
20935,no,no,no
20936,no,no,
20937,no,no,no
20938,yes,no,
20939,yes,yes,
20940,yes,no,no
20941,yes,no,no
20942,yes,no,no
20943,no,no,no
20944,yes,no,
20945,no,no,
20946,yes,no,no
20947,yes,no,
20948,no,no,
20949,yes,no,
20950,yes,no,no
20951,yes,no,no
20952,no,no,no
20953,no,no,no
20954,yes,no,no
20955,no,no,no
20956,yes,no,no
20957,yes,no,no
20958,no,no,no
20959,no,no,no
20960,yes,no,no
20961,no,no,no
20962,yes,no,no
20963,yes,no,no
20964,yes,no,no
20965,no,no,no
20966,no,no,
20967,no,no,
20968,yes,no,no
20969,no,no,
20970,no,no,no
20971,no,no,
20972,yes,no,no
20973,yes,no,no
20974,no,no,no
20975,yes,no,
20976,no,no,no
20977,yes,no,no
20978,yes,no,no
20979,yes,yes,
20980,yes,no,no
20981,no,no,no
20982,yes,no,no
20983,yes,no,
20984,yes,no,no
20985,yes,no,no
20986,yes,yes,no
20987,yes,yes,no
20988,no,no,
20989,yes,no,no
20990,yes,no,
20991,no,yes,no
20992,no,no,
20993,yes,no,no
20994,yes,yes,no
20995,no,no,no
20996,yes,no,no
20997,yes,yes,no
20998,no,yes,
20999,no,no,no
21000,yes,no,no
21001,yes,no,no
21002,no,no,no
21003,no,no,
21004,yes,yes,no
21005,yes,yes,no
21006,yes,yes,no
21007,yes,yes,
21008,,,
21009,yes,no,no
21010,yes,no,
21011,no,no,
21012,yes,yes,
21013,no,yes,no
21014,yes,yes,no
21015,yes,no,no
21016,yes,no,no
21017,no,no,no
21018,yes,no,no
21019,yes,no,no
21020,no,no,no
21021,yes,no,no
21022,yes,no,no
21023,no,no,no
21024,yes,no,no
21025,no,yes,no
21026,yes,no,
21027,no,no,
21028,yes,no,no
21029,yes,yes,no
21030,yes,yes,no
21031,yes,yes,no
21032,yes,yes,no
21033,no,no,
21034,yes,no,
21035,yes,no,no
21036,,,no
21037,yes,yes,no
21038,yes,yes,no
21039,yes,no,no
21040,yes,no,no
21041,yes,yes,no
21042,yes,no,no
21043,,,
21044,yes,no,no
21045,yes,yes,no
21046,no,no,
21047,yes,no,no
21048,yes,yes,
21049,no,no,no
21050,yes,yes,
21051,yes,no,no
21052,yes,yes,no
21053,yes,no,no
21054,no,no,no
21055,no,no,
21056,yes,yes,
21057,yes,no,
21058,no,no,
21059,yes,yes,
21060,yes,no,no
21061,yes,no,no
21062,yes,yes,no
21063,no,yes,no
21064,yes,no,no
21065,yes,no,no
21066,yes,no,no
21067,no,no,
21068,yes,yes,no
21069,no,no,no
21070,no,no,no
21071,yes,no,
21072,yes,no,no
21073,no,yes,
21074,no,yes,no
21075,no,no,no
21076,yes,no,no
21077,yes,no,no
21078,yes,yes,no
21079,yes,no,no
21080,yes,no,no
21081,yes,no,no
21082,yes,no,no
21083,yes,no,no
21084,yes,no,
21085,yes,no,no
21086,no,no,no
21087,yes,no,no
21088,no,yes,
21089,no,no,no
21090,no,no,no
21091,yes,no,no
21092,yes,no,no
21093,yes,no,no
21094,yes,no,
21095,yes,no,no
21096,,,no
21097,no,no,no
21098,yes,no,no
21099,yes,no,no
21100,no,no,
21101,yes,no,no
21102,no,no,no
21103,yes,no,no
21104,,,no
21105,yes,no,no
21106,yes,no,no
21107,yes,no,no
21108,yes,no,no
21109,yes,no,no
21110,no,no,no
21111,yes,no,no
21112,,,no
21113,no,no,no
21114,no,no,no
21115,yes,no,no
21116,no,no,no
21117,no,no,no
21118,no,no,
21119,yes,no,no
21120,yes,no,no
21121,no,no,no
21122,no,no,no
21123,no,no,
21124,no,no,no
21125,no,no,no
21126,yes,no,
21127,yes,no,no
21128,yes,yes,no
21129,yes,no,no
21130,no,no,no
21131,yes,no,
21132,yes,no,no
21133,no,no,
21134,yes,yes,no
21135,no,no,no
21136,no,no,no
21137,no,no,no
21138,no,no,no
21139,no,no,no
21140,yes,yes,
21141,no,no,
21142,no,no,no
21143,yes,yes,no
21144,yes,no,no
21145,yes,no,
21146,yes,yes,
21147,no,no,no
21148,no,no,no
21149,,,
21150,yes,yes,no
21151,no,no,no
21152,no,no,no
21153,yes,no,
21154,no,no,
21155,no,no,no
21156,yes,no,
21157,yes,no,no
21158,yes,no,
21159,no,no,no
21160,yes,no,no
21161,yes,no,no
21162,yes,no,no
21163,yes,no,no
21164,yes,no,no
21165,no,yes,no
21166,yes,no,no
21167,no,no,no
21168,no,no,no
21169,yes,no,no
21170,yes,no,no
21171,no,no,no
21172,yes,no,
21173,no,no,
21174,no,no,no
21175,yes,no,no
21176,no,no,no
21177,yes,no,no
21178,yes,no,no
21179,no,no,no
21180,yes,no,
21181,yes,no,no
21182,no,no,no
21183,no,no,
21184,no,no,no
21185,no,no,
21186,no,no,
21187,no,no,no
21188,no,no,no
21189,no,no,
21190,yes,no,no
21191,yes,yes,no
21192,no,yes,
21193,no,no,no
21194,yes,no,no
21195,no,no,
21196,yes,no,
21197,no,no,no
21198,yes,no,no
21199,yes,no,no
21200,yes,no,no
21201,no,no,no
21202,no,no,no
21203,no,no,no
21204,yes,no,no
21205,yes,no,
21206,yes,no,
21207,no,no,
21208,yes,yes,no
21209,yes,no,no
21210,yes,no,no
21211,yes,yes,no
21212,no,no,
21213,yes,no,no
21214,yes,no,no
21215,yes,no,
21216,yes,no,no
21217,yes,no,
21218,yes,no,no
21219,yes,no,no
21220,yes,no,no
21221,yes,no,no
21222,no,no,no
21223,no,no,no
21224,yes,no,no
21225,yes,no,
21226,yes,yes,no
21227,no,no,no
21228,no,no,no
21229,yes,no,
21230,no,no,no
21231,yes,no,no
21232,yes,yes,no
21233,no,no,no
21234,no,no,no
21235,no,no,
21236,yes,yes,no
21237,no,no,
21238,no,no,no
21239,no,no,no
21240,no,no,no
21241,yes,no,no
21242,yes,no,no
21243,yes,no,no
21244,yes,yes,no
21245,no,yes,no
21246,yes,no,
21247,yes,no,
21248,yes,yes,no
21249,yes,no,no
21250,no,no,
21251,yes,yes,no
21252,yes,yes,no
21253,yes,no,
21254,no,no,no
21255,yes,no,
21256,yes,no,no
21257,yes,yes,no
21258,no,no,no
21259,yes,no,no
21260,yes,no,
21261,no,no,no
21262,yes,no,no
21263,yes,yes,
21264,yes,no,
21265,yes,no,no
21266,yes,no,no
21267,yes,no,
21268,no,no,no
21269,yes,no,no
21270,yes,yes,
21271,no,no,no
21272,no,no,no
21273,no,no,no
21274,no,no,no
21275,yes,no,no
21276,yes,no,no
21277,yes,yes,no
21278,yes,no,
21279,no,no,no
21280,no,no,
21281,no,yes,
21282,no,no,no
21283,no,no,no
21284,yes,yes,no
21285,yes,yes,no
21286,no,no,
21287,no,no,no
21288,yes,no,no
21289,no,no,
21290,yes,no,no
21291,yes,no,no
21292,yes,no,no
21293,yes,no,no
21294,yes,no,no
21295,yes,yes,no
21296,no,no,no
21297,yes,no,
21298,no,no,no
21299,yes,no,no
21300,yes,yes,
21301,,,no
21302,yes,no,no
21303,yes,yes,
21304,no,no,no
21305,yes,no,
21306,no,no,no
21307,no,no,no
21308,no,no,no
21309,yes,yes,no
21310,yes,no,no
21311,yes,no,no
21312,yes,no,
21313,yes,no,no
21314,yes,yes,
21315,yes,no,no
21316,yes,no,no
21317,yes,no,no
21318,no,no,no
21319,,,no
21320,no,no,no
21321,no,no,
21322,no,yes,no
21323,no,no,no
21324,yes,yes,
21325,yes,no,no
21326,yes,yes,
21327,yes,no,no
21328,yes,yes,no
21329,yes,no,
21330,no,yes,
21331,yes,no,no
21332,no,no,
21333,no,no,no
21334,no,yes,no
21335,yes,yes,no
21336,yes,yes,
21337,yes,yes,no
21338,no,no,no
21339,yes,yes,
21340,no,no,
21341,no,no,no
21342,yes,no,no
21343,yes,no,
21344,yes,no,
21345,yes,no,no
21346,yes,no,no
21347,yes,no,
21348,yes,no,no
21349,no,no,no
21350,yes,no,no
21351,yes,no,no
21352,yes,no,
21353,yes,no,no
21354,no,no,no
21355,no,no,no
21356,no,no,
21357,yes,no,no
21358,no,no,no
21359,no,yes,no
21360,yes,yes,no
21361,yes,no,
21362,yes,no,no
21363,yes,no,
21364,no,no,
21365,yes,yes,
21366,yes,no,no
21367,no,yes,no
21368,no,no,no
21369,yes,no,
21370,yes,no,
21371,yes,no,no
21372,no,no,no
21373,no,no,
21374,no,no,no
21375,no,no,
21376,yes,yes,no
21377,no,no,
21378,yes,no,
21379,yes,no,no
21380,yes,no,no
21381,no,no,no
21382,no,no,no
21383,no,no,no
21384,no,no,no
21385,no,no,no
21386,yes,no,no
21387,yes,no,no
21388,no,no,no
21389,no,no,
21390,no,no,no
21391,no,no,no
21392,no,no,no
21393,no,no,no
21394,yes,no,no
21395,no,no,no
21396,yes,no,no
21397,yes,no,no
21398,no,yes,no
21399,yes,no,no
21400,yes,no,no
21401,yes,no,no
21402,yes,no,
21403,yes,no,
21404,yes,no,no
21405,yes,no,
21406,no,no,
21407,yes,yes,no
21408,yes,no,no
21409,yes,yes,no
21410,no,no,no
21411,no,no,
21412,yes,no,no
21413,yes,no,
21414,yes,no,no
21415,no,no,no
21416,yes,no,no
21417,no,yes,no
21418,no,no,
21419,no,no,no
21420,no,no,
21421,yes,no,
21422,no,no,
21423,no,no,
21424,no,no,
21425,no,no,no
21426,yes,no,no
21427,yes,no,no
21428,no,no,no
21429,yes,no,no
21430,yes,no,
21431,yes,no,no
21432,no,no,
21433,yes,no,
21434,no,no,no
21435,no,no,no
21436,yes,no,no
21437,no,no,no
21438,yes,yes,no
21439,yes,no,no
21440,yes,yes,no
21441,,,no
21442,no,no,no
21443,yes,no,no
21444,no,no,no
21445,yes,no,no
21446,yes,no,no
21447,no,yes,no
21448,no,no,no
21449,no,no,no
21450,no,no,no
21451,yes,no,no
21452,yes,no,no
21453,yes,yes,no
21454,no,yes,
21455,no,no,
21456,yes,no,no
21457,no,no,no
21458,yes,no,
21459,no,yes,no
21460,yes,no,no
21461,no,no,
21462,yes,no,no
21463,yes,no,no
21464,yes,no,
21465,yes,no,no
21466,yes,no,no
21467,no,no,no
21468,no,no,
21469,yes,no,no
21470,no,no,no
21471,no,no,no
21472,no,no,no
21473,yes,no,no
21474,yes,no,no
21475,no,yes,no
21476,no,no,no
21477,yes,no,no
21478,yes,no,no
21479,no,no,no
21480,no,no,
21481,no,no,
21482,no,no,no
21483,no,no,no
21484,no,no,no
21485,no,no,no
21486,no,no,no
21487,yes,no,no
21488,no,no,no
21489,no,no,no
21490,no,no,no
21491,no,no,no
21492,yes,no,no
21493,no,no,no
21494,yes,no,
21495,yes,no,no
21496,yes,no,no
21497,no,yes,
21498,no,no,no
21499,no,no,no
21500,yes,no,
21501,yes,no,no
21502,yes,no,
21503,no,no,
21504,yes,no,no
21505,no,no,no
21506,yes,no,
21507,no,yes,
21508,yes,no,no
21509,yes,yes,no
21510,yes,no,no
21511,yes,no,
21512,yes,no,no
21513,no,no,
21514,no,no,no
21515,yes,no,no
21516,yes,no,no
21517,yes,no,
21518,no,no,
21519,yes,yes,no
21520,no,no,no
21521,yes,no,no
21522,no,no,
21523,yes,no,
21524,no,no,no
21525,yes,no,
21526,yes,no,no
21527,yes,no,no
21528,yes,no,no
21529,yes,no,no
21530,yes,yes,no
21531,no,yes,no
21532,no,yes,no
21533,yes,yes,no
21534,yes,no,no
21535,yes,no,no
21536,no,no,
21537,yes,yes,no
21538,yes,no,no
21539,no,no,
21540,yes,no,no
21541,no,no,
21542,,,
21543,no,no,no
21544,yes,no,no
21545,yes,no,no
21546,yes,no,no
21547,yes,no,
21548,no,yes,no
21549,yes,no,
21550,yes,no,no
21551,yes,no,no
21552,no,no,no
21553,no,no,no
21554,yes,no,no
21555,yes,no,no
21556,yes,no,no
21557,,,
21558,yes,no,no
21559,yes,no,no
21560,yes,no,no
21561,yes,no,no
21562,no,no,no
21563,no,no,no
21564,no,yes,no
21565,no,no,no
21566,no,yes,no
21567,no,no,no
21568,yes,yes,no
21569,no,no,
21570,yes,no,no
21571,yes,no,no
21572,no,no,no
21573,yes,yes,
21574,no,yes,
21575,yes,yes,no
21576,yes,no,no
21577,no,yes,no
21578,yes,yes,no
21579,yes,no,no
21580,no,yes,no
21581,no,no,yes
21582,yes,no,yes
21583,yes,no,no
21584,yes,yes,no
21585,yes,yes,no
21586,no,no,no
21587,yes,no,no
21588,yes,no,no
21589,no,no,no
21590,no,no,
21591,yes,no,no
21592,yes,yes,no
21593,yes,no,no
21594,yes,no,no
21595,no,no,no
21596,yes,no,
21597,no,no,no
21598,yes,no,no
21599,no,no,
21600,yes,no,
21601,yes,yes,
21602,yes,no,no
21603,no,yes,
21604,yes,no,no
21605,yes,no,
21606,yes,yes,
21607,yes,no,no
21608,no,no,no
21609,no,no,no
21610,yes,yes,no
21611,yes,no,no
21612,yes,no,no
21613,no,no,no
21614,no,no,no
21615,no,no,no
21616,yes,no,
21617,no,no,no
21618,yes,no,no
21619,no,no,
21620,yes,no,
21621,no,no,no
21622,no,no,no
21623,no,no,
21624,no,yes,no
21625,yes,no,no
21626,yes,no,no
21627,yes,yes,no
21628,yes,no,no
21629,yes,no,no
21630,no,no,no
21631,no,no,no
21632,yes,yes,no
21633,no,yes,no
21634,no,yes,no
21635,no,no,
21636,no,no,no
21637,no,yes,no
21638,yes,no,no
21639,no,no,no
21640,yes,no,no
21641,no,no,no
21642,no,no,no
21643,yes,no,no
21644,yes,yes,no
21645,yes,yes,no
21646,no,no,no
21647,yes,no,no
21648,,,no
21649,yes,no,
21650,yes,no,no
21651,yes,no,no
21652,yes,no,no
21653,yes,no,
21654,no,no,no
21655,yes,no,no
21656,yes,no,no
21657,yes,yes,no
21658,yes,no,no
21659,yes,yes,no
21660,yes,yes,no
21661,yes,yes,no
21662,no,no,no
21663,no,no,no
21664,yes,yes,no
21665,yes,no,no
21666,no,no,no
21667,no,no,
21668,yes,no,no
21669,no,yes,no
21670,no,no,no
21671,yes,yes,no
21672,yes,no,no
21673,yes,yes,
21674,no,no,no
21675,yes,no,no
21676,yes,yes,no
21677,yes,no,no
21678,yes,no,
21679,yes,no,no
21680,yes,yes,no
21681,yes,no,no
21682,yes,no,no
21683,no,no,no
21684,yes,no,
21685,yes,no,
21686,no,no,no
21687,no,yes,
21688,no,no,no
21689,yes,no,no
21690,yes,no,
21691,no,no,no
21692,no,no,no
21693,no,no,
21694,yes,no,no
21695,yes,no,no
21696,yes,no,no
21697,yes,no,no
21698,,,
21699,yes,no,no
21700,no,no,
21701,yes,no,no
21702,no,no,no
21703,no,no,no
21704,yes,yes,
21705,yes,yes,no
21706,no,no,
21707,no,no,no
21708,no,no,no
21709,yes,no,no
21710,no,no,
21711,no,no,
21712,yes,no,
21713,yes,no,no
21714,no,yes,
21715,yes,no,
21716,yes,no,no
21717,yes,no,no
21718,yes,yes,no
21719,no,no,no
21720,yes,yes,no
21721,no,yes,
21722,yes,no,no
21723,no,no,no
21724,yes,no,no
21725,no,no,
21726,yes,no,
21727,no,no,no
21728,yes,no,
21729,no,no,no
21730,no,no,no
21731,yes,no,no
21732,yes,no,no
21733,no,no,no
21734,yes,no,no
21735,no,no,no
21736,no,no,no
21737,,,no
21738,no,no,no
21739,yes,no,no
21740,yes,no,no
21741,no,yes,no
21742,yes,yes,no
21743,no,no,no
21744,yes,no,no
21745,yes,no,no
21746,no,no,no
21747,no,no,
21748,no,no,no
21749,yes,yes,no
21750,yes,yes,no
21751,yes,no,
21752,yes,no,
21753,yes,yes,no
21754,yes,no,no
21755,yes,no,no
21756,yes,no,no
21757,yes,yes,
21758,yes,no,
21759,yes,no,
21760,yes,no,
21761,yes,yes,
21762,,,no
21763,yes,no,no
21764,yes,no,no
21765,yes,no,no
21766,yes,yes,
21767,yes,no,no
21768,yes,no,no
21769,no,no,no
21770,no,no,no
21771,yes,yes,
21772,no,no,
21773,no,no,no
21774,no,no,no
21775,no,no,
21776,yes,yes,
21777,yes,no,
21778,yes,no,
21779,yes,no,no
21780,yes,no,no
21781,yes,no,
21782,no,no,no
21783,no,no,no
21784,no,no,no
21785,no,yes,no
21786,yes,no,no
21787,no,no,no
21788,yes,no,no
21789,yes,no,
21790,yes,no,no
21791,no,no,no
21792,yes,no,no
21793,yes,no,no
21794,no,no,no
21795,no,no,no
21796,no,no,no
21797,yes,yes,no
21798,no,no,no
21799,yes,no,no
21800,yes,no,no
21801,no,no,
21802,no,no,no
21803,no,yes,no
21804,no,no,no
21805,no,no,no
21806,yes,no,no
21807,no,no,no
21808,yes,no,
21809,no,no,
21810,no,no,no
21811,no,no,no
21812,no,yes,no
21813,yes,yes,no
21814,no,no,
21815,yes,no,no
21816,no,no,no
21817,no,no,no
21818,yes,no,no
21819,no,yes,no
21820,yes,no,no
21821,no,no,
21822,no,no,no
21823,yes,no,
21824,yes,no,no
21825,yes,no,no
21826,no,no,no
21827,yes,no,no
21828,no,no,no
21829,yes,no,
21830,yes,no,no
21831,no,no,no
21832,no,no,no
21833,yes,no,no
21834,no,no,no
21835,yes,no,no
21836,no,no,no
21837,no,no,no
21838,yes,no,no
21839,yes,no,no
21840,yes,no,no
21841,no,no,no
21842,no,no,no
21843,yes,no,no
21844,no,no,no
21845,yes,no,no
21846,no,no,no
21847,yes,no,no
21848,yes,yes,no
21849,yes,no,
21850,yes,no,
21851,no,no,no
21852,yes,no,
21853,yes,no,no
21854,yes,no,no
21855,yes,yes,no
21856,yes,no,no
21857,yes,yes,no
21858,yes,no,no
21859,no,no,
21860,yes,yes,no
21861,yes,no,
21862,yes,no,
21863,yes,no,no
21864,no,no,
21865,yes,no,
21866,no,no,no
21867,yes,yes,no
21868,no,no,no
21869,yes,no,no
21870,yes,no,no
21871,no,no,no
21872,no,no,no
21873,no,no,
21874,yes,no,no
21875,yes,no,no
21876,yes,no,
21877,yes,no,no
21878,no,no,no
21879,no,no,no
21880,no,no,no
21881,no,no,no
21882,no,yes,no
21883,yes,no,no
21884,yes,no,no
21885,no,yes,no
21886,yes,no,no
21887,no,no,no
21888,no,no,no
21889,yes,no,no
21890,no,no,
21891,yes,no,no
21892,yes,no,no
21893,yes,no,no
21894,no,no,no
21895,no,no,
21896,no,no,no
21897,no,no,no
21898,no,no,no
21899,yes,no,no
21900,no,no,no
21901,yes,no,no
21902,no,no,no
21903,yes,no,no
21904,yes,no,
21905,yes,no,no
21906,no,no,no
21907,yes,no,no
21908,no,no,no
21909,yes,no,
21910,yes,no,no
21911,yes,yes,no
21912,yes,no,no
21913,no,no,no
21914,no,no,no
21915,no,no,no
21916,yes,no,no
21917,yes,no,no
21918,yes,no,no
21919,yes,no,no
21920,yes,no,no
21921,no,no,no
21922,,,no
21923,no,no,
21924,no,no,no
21925,yes,no,
21926,yes,no,no
21927,no,no,
21928,yes,no,
21929,no,no,no
21930,yes,no,
21931,yes,no,no
21932,yes,no,no
21933,,,no
21934,no,no,no
21935,no,no,no
21936,no,no,no
21937,yes,no,
21938,yes,no,no
21939,yes,no,no
21940,no,no,no
21941,no,no,no
21942,no,no,no
21943,yes,no,no
21944,no,no,
21945,yes,yes,no
21946,no,yes,no
21947,yes,yes,no
21948,yes,no,no
21949,yes,no,no
21950,yes,no,no
21951,yes,no,no
21952,yes,no,no
21953,no,no,no
21954,no,no,
21955,yes,no,no
21956,yes,yes,no
21957,no,no,no
21958,no,no,no
21959,no,yes,no
21960,yes,no,no
21961,yes,yes,no
21962,,,no
21963,no,no,no
21964,no,no,no
21965,yes,no,no
21966,no,no,no
21967,yes,no,no
21968,no,no,no
21969,no,no,no
21970,yes,no,no
21971,yes,no,no
21972,yes,no,no
21973,no,yes,no
21974,no,yes,no
21975,no,no,
21976,yes,no,no
21977,no,yes,no
21978,yes,no,no
21979,no,yes,no
21980,yes,no,no
21981,yes,no,no
21982,yes,no,no
21983,yes,no,no
21984,yes,no,no
21985,yes,no,no
21986,yes,no,
21987,,,no
21988,no,no,no
21989,yes,no,no
21990,no,no,no
21991,no,no,no
21992,yes,no,no
21993,no,yes,no
21994,no,yes,no
21995,no,yes,no
21996,no,no,no
21997,yes,no,no
21998,no,no,no
21999,no,no,
22000,no,no,
22001,yes,no,no
22002,yes,no,
22003,no,no,no
22004,no,yes,no
22005,yes,no,no
22006,yes,no,
22007,no,no,no
22008,no,yes,no
22009,yes,yes,no
22010,no,no,no
22011,no,no,no
22012,no,no,
22013,no,yes,no
22014,no,no,no
22015,no,no,
22016,yes,no,no
22017,yes,no,no
22018,no,no,
22019,yes,no,
22020,no,no,no
22021,yes,no,no
22022,yes,no,no
22023,yes,no,no
22024,yes,no,no
22025,no,yes,no
22026,no,no,no
22027,yes,yes,
22028,no,no,no
22029,no,no,
22030,yes,no,no
22031,no,yes,no
22032,yes,no,no
22033,yes,no,no
22034,no,no,
22035,yes,no,no
22036,no,no,no
22037,,,
22038,yes,no,no
22039,yes,no,no
22040,yes,no,no
22041,no,no,no
22042,no,no,no
22043,no,no,
22044,no,no,no
22045,yes,no,no
22046,yes,no,no
22047,no,no,no
22048,yes,yes,no
22049,no,no,no
22050,yes,yes,no
22051,yes,no,no
22052,no,no,no
22053,no,no,no
22054,no,no,no
22055,yes,no,no
22056,yes,yes,no
22057,yes,no,no
22058,yes,no,no
22059,yes,yes,
22060,yes,no,no
22061,yes,no,no
22062,no,no,no
22063,,,
22064,yes,no,
22065,yes,no,no
22066,no,yes,no
22067,yes,no,no
22068,yes,no,no
22069,no,no,no
22070,no,yes,no
22071,no,no,no
22072,no,no,no
22073,no,no,no
22074,no,no,no
22075,yes,no,no
22076,no,no,no
22077,yes,no,no
22078,no,no,
22079,no,no,no
22080,yes,no,no
22081,no,no,no
22082,yes,no,no
22083,yes,no,no
22084,yes,no,no
22085,yes,no,
22086,yes,yes,no
22087,no,no,no
22088,yes,no,
22089,no,yes,
22090,yes,yes,no
22091,yes,no,no
22092,yes,yes,no
22093,yes,no,no
22094,no,no,no
22095,no,no,no
22096,yes,no,no
22097,no,no,
22098,yes,yes,no
22099,yes,no,
22100,yes,no,no
22101,no,yes,no
22102,yes,no,no
22103,yes,yes,no
22104,yes,no,no
22105,no,yes,no
22106,yes,no,no
22107,no,yes,
22108,no,no,no
22109,no,no,no
22110,yes,yes,no
22111,no,no,no
22112,yes,yes,no
22113,yes,no,no
22114,no,yes,no
22115,no,no,
22116,no,yes,
22117,no,no,no
22118,yes,no,
22119,yes,no,no
22120,no,yes,no
22121,yes,no,no
22122,yes,yes,no
22123,yes,no,
22124,yes,yes,
22125,yes,no,
22126,yes,no,
22127,no,yes,
22128,yes,no,
22129,no,no,no
22130,yes,no,no
22131,no,no,no
22132,no,no,no
22133,no,no,no
22134,no,no,no
22135,no,no,no
22136,yes,no,no
22137,yes,no,no
22138,no,yes,no
22139,yes,no,no
22140,yes,no,no
22141,no,no,no
22142,no,no,
22143,no,no,no
22144,no,no,
22145,yes,no,no
22146,yes,no,no
22147,no,no,no
22148,no,yes,no
22149,no,no,no
22150,yes,yes,no
22151,yes,no,no
22152,no,no,no
22153,yes,no,no
22154,no,no,no
22155,yes,no,no
22156,yes,yes,no
22157,no,no,no
22158,yes,no,no
22159,yes,no,no
22160,yes,no,no
22161,yes,no,no
22162,no,no,no
22163,yes,no,
22164,no,no,no
22165,yes,no,no
22166,yes,no,no
22167,no,no,no
22168,no,no,
22169,yes,yes,
22170,yes,no,no
22171,no,no,no
22172,no,no,no
22173,yes,no,no
22174,no,yes,no
22175,yes,yes,no
22176,no,no,
22177,yes,no,no
22178,no,no,
22179,yes,no,no
22180,no,no,no
22181,yes,no,
22182,no,no,no
22183,yes,no,no
22184,,,no
22185,yes,no,no
22186,yes,no,no
22187,no,yes,no
22188,yes,no,no
22189,yes,no,
22190,no,no,no
22191,yes,no,no
22192,yes,yes,
22193,no,no,no
22194,no,no,no
22195,yes,no,no
22196,yes,no,no
22197,yes,no,no
22198,yes,no,no
22199,no,no,no
22200,no,no,
22201,,,no
22202,no,no,no
22203,yes,no,no
22204,yes,no,no
22205,no,no,no
22206,yes,no,no
22207,yes,yes,no
22208,yes,no,no
22209,yes,no,no
22210,no,no,no
22211,yes,yes,
22212,no,no,no
22213,yes,no,no
22214,no,no,no
22215,no,no,no
22216,no,no,no
22217,yes,no,
22218,no,no,no
22219,yes,no,no
22220,yes,no,
22221,no,no,
22222,no,no,no
22223,no,no,no
22224,yes,no,
22225,yes,no,no
22226,yes,no,
22227,yes,yes,no
22228,no,no,no
22229,no,no,no
22230,yes,no,no
22231,no,yes,
22232,no,yes,no
22233,no,no,no
22234,no,yes,
22235,no,yes,no
22236,no,yes,
22237,yes,no,no
22238,yes,no,no
22239,yes,no,no
22240,yes,no,no
22241,no,yes,
22242,yes,no,no
22243,no,yes,no
22244,no,yes,
22245,no,no,
22246,yes,no,no
22247,yes,no,
22248,yes,no,no
22249,no,no,
22250,yes,no,no
22251,yes,no,
22252,no,no,no
22253,yes,no,no
22254,no,no,no
22255,no,no,no
22256,no,no,no
22257,yes,no,no
22258,no,no,no
22259,yes,no,no
22260,yes,no,
22261,yes,no,no
22262,yes,no,no
22263,yes,no,no
22264,yes,no,no
22265,no,no,no
22266,yes,no,no
22267,yes,no,
22268,,,no
22269,,,no
22270,no,no,no
22271,yes,no,no
22272,yes,no,
22273,yes,no,no
22274,yes,no,no
22275,no,no,no
22276,yes,yes,
22277,no,no,no
22278,yes,no,
22279,yes,no,no
22280,no,no,no
22281,no,no,
22282,yes,no,no
22283,yes,yes,no
22284,yes,no,no
22285,yes,no,
22286,yes,no,no
22287,yes,no,no
22288,no,no,no
22289,yes,yes,
22290,,,
22291,yes,no,no
22292,yes,no,
22293,yes,yes,
22294,yes,yes,no
22295,yes,no,no
22296,yes,no,no
22297,yes,yes,no
22298,yes,no,no
22299,yes,no,no
22300,no,no,no
22301,no,no,no
22302,no,no,no
22303,yes,no,no
22304,no,no,no
22305,yes,no,
22306,yes,no,
22307,yes,no,no
22308,yes,no,
22309,yes,no,no
22310,no,no,no
22311,no,no,
22312,no,yes,
22313,yes,no,no
22314,no,yes,no
22315,yes,no,no
22316,yes,no,no
22317,yes,no,
22318,yes,yes,
22319,no,no,no
22320,yes,no,
22321,yes,no,no
22322,yes,no,no
22323,yes,yes,
22324,yes,yes,no
22325,yes,no,no
22326,yes,no,no
22327,no,no,
22328,no,no,no
22329,yes,no,no
22330,no,no,no
22331,yes,no,
22332,no,no,
22333,no,no,no
22334,yes,no,no
22335,no,no,
22336,yes,no,
22337,,,
22338,no,no,no
22339,yes,no,
22340,yes,no,no
22341,no,no,no
22342,yes,no,
22343,yes,no,no
22344,yes,no,no
22345,yes,no,no
22346,yes,no,no
22347,no,no,no
22348,no,no,no
22349,yes,yes,
22350,yes,no,no
22351,yes,yes,no
22352,yes,no,no
22353,yes,yes,no
22354,yes,no,no
22355,yes,no,
22356,yes,no,
22357,yes,no,no
22358,no,no,no
22359,yes,no,no
22360,yes,no,
22361,no,no,no
22362,yes,no,no
22363,yes,no,no
22364,yes,no,no
22365,no,no,no
22366,yes,no,no
22367,yes,no,no
22368,yes,no,no
22369,yes,no,no
22370,yes,no,no
22371,no,no,
22372,no,no,no
22373,yes,no,no
22374,no,no,no
22375,yes,no,no
22376,no,no,no
22377,,,no
22378,yes,no,no
22379,yes,yes,no
22380,no,no,no
22381,yes,yes,
22382,yes,yes,no
22383,yes,no,no
22384,no,no,no
22385,yes,no,no
22386,yes,no,no
22387,yes,no,
22388,yes,no,no
22389,yes,yes,no
22390,no,no,no
22391,yes,no,no
22392,yes,no,no
22393,yes,no,
22394,yes,no,no
22395,yes,yes,no
22396,yes,yes,
22397,yes,no,no
22398,no,no,
22399,yes,yes,
22400,yes,no,
22401,yes,no,
22402,yes,no,
22403,yes,no,no
